16:14:25,0.00008333
16:14:25,0.00008293
16:14:25,0.00008373
16:14:25,0.00008253
16:14:26,0.00008293
16:14:26,0.00008373
16:14:26,0.00008293
16:14:26,0.00008293
16:14:27,0.00008373
16:14:27,0.00008333
16:14:27,0.00008333
16:14:27,0.00008293
16:14:28,0.00008333
16:14:28,0.00008333
16:14:28,0.00008293
16:14:28,0.00008333
16:14:29,0.00008333
16:14:29,0.00008293
16:14:29,0.00008333
16:14:29,0.00008414
16:14:30,0.00008333
16:14:30,0.00008293
16:14:30,0.00008373
16:14:30,0.00008373
16:14:31,0.00008253
16:14:31,0.00008373
16:14:31,0.00008373
16:14:31,0.00008253
16:14:32,0.00008414
16:14:32,0.00008373
16:14:32,0.00008172
